"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"15.02.2018","273,03","271,57","273,04","268,77","111,20M","1,28%"
"14.02.2018","269,59","264,31","270,00","264,30","120,74M","1,35%"
"13.02.2018","266,00","263,97","266,62","263,31","81,22M","0,25%"
"12.02.2018","265,34","263,83","267,01","261,66","143,74M","1,47%"
"09.02.2018","261,50","260,80","263,61","252,92","283,57M","1,50%"
"08.02.2018","257,63","268,01","268,17","257,59","246,45M","-3,75%"
"07.02.2018","267,67","268,50","272,36","267,58","167,38M","-0,54%"
"06.02.2018","269,13","259,94","269,70","258,70","355,03M","1,97%"
"05.02.2018","263,93","273,45","275,85","263,31","294,68M","-4,18%"
"02.02.2018","275,45","280,08","280,23","275,41","173,17M","-2,18%"
"01.02.2018","281,58","281,07","283,06","280,68","90,10M","-0,11%"
"31.01.2018","281,90","282,73","283,30","280,68","118,95M","0,05%"
"30.01.2018","281,76","282,60","284,74","281,22","131,80M","-1,03%"
"29.01.2018","284,68","285,93","286,43","284,50","90,12M","-0,66%"
"26.01.2018","286,58","284,25","286,63","283,96","107,74M","1,16%"
"25.01.2018","283,30","284,16","284,27","282,40","84,59M","0,04%"
"24.01.2018","283,18","284,02","284,70","281,84","134,82M","-0,04%"
"23.01.2018","283,29","282,74","283,62","282,37","97,08M","0,21%"
"22.01.2018","282,69","280,17","282,69","280,11","91,32M","0,81%"
"19.01.2018","280,41","279,80","280,41","279,14","140,92M","0,45%"
"18.01.2018","279,14","279,48","279,96","278,58","100,73M","-0,17%"
"17.01.2018","279,61","278,03","280,05","276,97","113,26M","0,95%"
"16.01.2018","276,97","279,35","280,09","276,18","106,56M","-0,34%"
"12.01.2018","277,92","276,42","278,11","276,08","90,82M","0,65%"
"11.01.2018","276,12","274,75","276,12","274,56","62,36M","0,73%"
"10.01.2018","274,12","273,68","274,42","272,92","69,57M","-0,15%"
"09.01.2018","274,54","274,40","275,25","274,08","57,25M","0,23%"
"08.01.2018","273,92","273,31","274,10","272,98","57,32M","0,18%"
"05.01.2018","273,42","272,51","273,56","271,95","83,52M","0,67%"
"04.01.2018","271,61","271,20","272,16","270,54","80,64M","0,42%"
"03.01.2018","270,47","268,96","270,64","268,96","90,07M","0,63%"
"02.01.2018","268,77","267,84","268,81","267,40","86,66M","0,72%"
